part_number,manufacturer,sell_price,quantity_available,margin_percent,cost_price,cert available,leadtime
MS51957-44,,0.07,0,,,Mfg CoC,3 weeks
MS51958-64,,0.07,760,,,Mfg CoC,With Stock
MS90362-3,,112.39,0,,,Mfg CoC,3 weeks
MS90451-7152,,0,0,,,Mfg CoC,
MS9581-10,,1.35,4429,,,Mfg CoC,With Stock
NAS1097AD4-5,,0.02,130,,,Mfg CoC,With Stock
NAS1097AD5-4,,0.01,0,,,Mfg CoC,3 weeks
NAS1097AD5-5,,0.04,0,,,Mfg CoC,3 weeks
NAS1097AD5-6,,0,0,,,Mfg CoC,
NAS1097AD5-7,,0,0,,,Mfg CoC,
NAS1097AD5-8,,0.05,0,,,Mfg CoC,3 weeks
NAS1097AD6-7,,0.05,0,,,Mfg CoC,3 weeks
NAS1100-08-8,,0.07,0,,,Mfg CoC,3 weeks
NAS1100E3-6,,0.34,0,,,Mfg CoC,3 weeks
NAS1102-08-5,,0.06,0,,,Mfg CoC,3 weeks
NAS1102E3-12,,0.44,3076,,,Mfg CoC,3 weeks
NAS1102E3-14,,1.05,349,,,Mfg CoC,3 weeks
NAS1149C0532R,,0.05,24217,,,Mfg CoC,With Stock
NAS1149C1016R,,0.6,0,,,Mfg CoC,3 weeks
NAS1149CN616R,,0.03,0,,,Mfg CoC,3 weeks
NAS1149CN632R,,0.02,799,,,Mfg CoC,With Stock
NAS1149D0616H,,0.04,96,,,Mfg CoC,3 weeks
NAS1149DN816J,,0.07,150,,,Mfg CoC,3 weeks
NAS1149E0532P,,0.28,20,,,Mfg CoC,3 weeks
NAS1149F0563P,,0.03,204,,,Mfg CoC,3 weeks
NAS1149F0732P,,0,0,,,Mfg CoC,
NAS1169-10L,,0,0,,,Mfg CoC,
NAS1169C416L,,0.21,50,,,Mfg CoC,3 weeks
NAS1200M4-3,,0,0,,,Mfg CoC,
NAS1200M5-7,,0.5,0,,,Mfg CoC,3 weeks
NAS1252-416L,,0,0,,,Mfg CoC,
NAS1252-616H,,0.07,0,,,Mfg CoC,3 weeks
NAS1291C08M,,0.64,0,,,Mfg CoC,3 weeks
NAS1291C3M,,0.9,7456,,,Mfg CoC,With Stock
NAS1291C4M,,1.05,266,,,Mfg CoC,With Stock
NAS1351-3-10P,,0,0,,,Mfg CoC,
NAS1474A3,,1.6,0,,,Mfg CoC,3 weeks
NAS1611-012A,,0.45,0,,,Mfg CoC,Per Lead-time
NAS1611-240A,,0.98,0,,,Mfg CoC,3 weeks
NAS1738E4-3,,0,0,,,Mfg CoC,
NAS1738E5-4,,4.92,0,,,Mfg CoC,3 weeks
NAS1756-36,,6.33,0,,,Mfg CoC,3 weeks
NAS1791A3-1,,0,0,,,Mfg CoC,
NAS1801-3-10,,0.08,426,,,Mfg CoC,3 weeks
NAS1801-3-12,,0.13,0,,,Mfg CoC,3 weeks
NAS1801-3-18,,0.29,0,,,Mfg CoC,3 weeks
NAS1801-3-24,,0.27,0,,,Mfg CoC,3 weeks
NAS1802-08-06,,0,0,,,Mfg CoC,
NAS1802-4-14,,5.28,334,,,Mfg CoC,With Stock
NAS514P1032-5,,0,0,,,Mfg CoC,
NAS514P632-4,,0.06,0,,,Mfg CoC,3 weeks
NAS514P632-5,,0.05,0,,,Mfg CoC,3 weeks
NAS600-5P,,0.09,0,,,Mfg CoC,3 weeks
NAS603-10P,,0.13,12318,,,Mfg CoC,With Stock
NAS603-6P,,0.1,0,,,Mfg CoC,3 weeks
NAS617-6,,0,0,,,Mfg CoC,
NAS620-8L,,0.02,1030,,,Mfg CoC,With Stock
NAS620C10L,,0.03,1328,,,Mfg CoC,3 weeks
NAS623-2-2,,0,0,,,Mfg CoC,
NAS623-3-4,,0.23,0,,,Mfg CoC,3 weeks
NAS6403U8,,1.26,0,,,Mfg CoC,3 weeks
NAS6404U5,,2.26,0,,,Mfg CoC,3 weeks
NAS6603-3,,0,0,,,Mfg CoC,
NAS7603U12,,2.15,0,,,Mfg CoC,3 weeks
NAS7603U3,,0.88,0,,,Mfg CoC,3 weeks
NAS7604U8,,1.42,0,,,Mfg CoC,3 weeks
NAS7903U6,,0,0,,,Mfg CoC,
NAS8803-2,,0,0,,,Mfg CoC,
NAS8803-3,,0,0,,,Mfg CoC,
NAS8803-7,,3.1,0,,,Mfg CoC,3 weeks
NAS8804-4,,1.55,0,,,Mfg CoC,3 weeks
SC5062-3-3,,0,0,,,Mfg CoC,
VN401B144,,72.6,0,,,Mfg CoC,Per Lead-time
SLS5128A3,,0,0,,,Mfg CoC,
3D0179M3-7,,1.28,0,,,Mfg CoC,3 weeks
48-7190,,0,0,,,Mfg CoC,
CBS-4-4-N-10F,,0,0,,,Mfg CoC,
CBS-8-1-N-16F,,1.22,0,,,Mfg CoC,3 weeks
DAN12-6X,,0.61,0,,,Mfg CoC,3 weeks
NSA5075-6,,0,0,,,Mfg CoC,
AS20624,,0.59,260228,,,Mfg CoC,With Stock
MS21209F1-15,,0.13,12695,,,Mfg CoC,With Stock
MS9557-07,,3.24,45612,,,Mfg CoC,With Stock
P332601,,0.08,0,,,Mfg CoC,3 weeks
AS3068-09,,5.6,30358,,,Mfg CoC,With Stock
NAS1102-3-8,,0.08,22440,,,Mfg CoC,With Stock
SF001-20-16-12,,3.09,5000,,,Mfg CoC,3 weeks
AS3510-0218K,,1.49,1000,,,Mfg CoC,3 weeks
AS3209-010,,0.22,923,,,Mfg CoC,3 weeks
AN174H5A,,1.21,0,,,Mfg CoC,3 weeks
NAS1130-06L15D,,0.24,16395,,,Mfg CoC,With Stock
MS21209F1-20,,0.27,100,,,Mfg CoC,3 weeks
MS21209F1-15P,,0.67,23388,,,Mfg CoC,With Stock
BACR12BM114,,0.49,16552,,,Mfg CoC,With Stock
899005010,,6.51,712,,,Mfg CoC,3 weeks
AS3237-12,,3.34,3076,,,Mfg CoC,With Stock
AS48511,,3.41,2995,,,Mfg CoC,With Stock
AS3237-08,,3.31,512,,,Mfg CoC,Per Lead-time
MS21209C0810L,,0.15,6493,,,Mfg CoC,With Stock
MS21209F4-15,,0.1,6031,,,Mfg CoC,With Stock
AS15001-1U,,3.17,0,,,Mfg CoC,3 weeks
MS20615-3M3,,0.25,9497,,,Mfg CoC,With Stock
AS20627,,1.62,3892,,,Mfg CoC,With Stock
282101,,0.2,0,,,Mfg CoC,3 weeks
AS3485-10,,1.02,1254,,,Mfg CoC,With Stock
M8791-1-012,,0.52,10,,,Mfg CoC,3 weeks
NAS1351-3H6P,,1.9,74,,,Mfg CoC,With Stock
MS20426AD4-3,,0.02,10091,,,Mfg CoC,With Stock
MS9556-10,,1.04,0,,,Mfg CoC,Per Lead-time
NAS6703U2,,0.86,3876,,,Mfg CoC,With Stock
MS21209F4-25,,0.5,1880,,,Mfg CoC,With Stock
SF001-20-16-14,,0,5000,,,Mfg CoC,
NAS1587-4C,,0.45,918,,,Mfg CoC,With Stock
XB4258-20HK,,6.57,4000,,,Mfg CoC,3 weeks
NAS1611-012,,0.5,246,,,Mfg CoC,3 weeks
MS9557-11,,1.37,50,,,Mfg CoC,With Stock
AS3208-05,,0.19,8349,,,Mfg CoC,With Stock
AS3237-10,,2.34,453,,,Mfg CoC,Per Lead-time
AN4-5A,,0.3,0,,,Mfg CoC,3 weeks
M83248-1-906,,0.31,5975,,,Mfg CoC,With Stock
AS48409,,2.11,0,,,Mfg CoC,3 weeks
AS46726,,3.13,2642,,,Mfg CoC,With Stock
MS21209F4-20L,,1.44,4516,,,Mfg CoC,With Stock
M8791-1-017,,0.37,0,,,Mfg CoC,3 weeks
MS21209F4-25L,,0.3,6017,,,Mfg CoC,With Stock
M8791-1-011,,0.62,1000,,,Mfg CoC,3 weeks
SP90C4,,0.05,1620,,,Mfg CoC,With Stock
J1212P05,,4.8,6810,,,Mfg CoC,With Stock
J814P020A,,4.97,314,,,Mfg CoC,Per Lead-time
XB4258-18HK,,8.31,5000,,,Mfg CoC,3 weeks
AS21408,,1.65,4061,,,Mfg CoC,With Stock
AN960C416L,,0.07,2202,,,Mfg CoC,3 weeks
MS21043-04,,0,0,,,Mfg CoC,
AS3486-10,,1.29,917,,,Mfg CoC,3 weeks
MS21043-06,,0.53,5253,,,Mfg CoC,With Stock
MS20426AD3-3,,0.01,4322,,,Mfg CoC,With Stock
CR2662-3-03,,,144,,,Mfg CoC,With Stock
MS9556-14,,0.91,5362,,,Mfg CoC,With Stock
AS15001-3P,,1.76,0,,,Mfg CoC,3 weeks
MS21209F4-20,,0.24,1184,,,Mfg CoC,With Stock
BACW10BP3PK,,0.2,0,,,Mfg CoC,3 weeks
MS21209F4-15L,,0.36,6409,,,Mfg CoC,With Stock
EN3155-004M2020,,3.81,3857,,,Mfg CoC,With Stock
MS9557-10,,1.08,326,,,Mfg CoC,With Stock
NAS1351-3H8P,,1.02,540,,,Mfg CoC,With Stock
21217DB2406,,0.16,3034,,,Mfg CoC,With Stock
SF001-20-16-06,,2,0,,,Mfg CoC,3 weeks
TR07-10,,0,4991,,,Mfg CoC,
XB4258-14HK,,4.47,5000,,,Mfg CoC,With Stock
MS35275-214,,0.19,3440,,,Mfg CoC,With Stock
NAS1130-3L15,,0.19,12493,,,Mfg CoC,With Stock
AN4H3A,,0.64,599,,,Mfg CoC,3 weeks
MS27595-336,,0,0,,,Mfg CoC,
AS48516,,4.55,274,,,Mfg CoC,With Stock
AS43003-908,,0.48,150,,,Mfg CoC,With Stock
AS48407,,3.12,183,,,Mfg CoC,With Stock
AS43013-112,,0.44,3567,,,Mfg CoC,With Stock
AS48512,,4.32,0,,,Mfg CoC,3 weeks
MS21209F1-10L,,0.35,2367,,,Mfg CoC,With Stock
MS21250-04008,,1.87,1051,,,Mfg CoC,With Stock
AS3237-06,,2.39,1056,,,Mfg CoC,3 weeks
NAS1225-4L,,0,0,,,Mfg CoC,
NAS1149E0432P,,0.12,1775,,,Mfg CoC,With Stock
NAS1611-114A,,0.63,5207,,,Mfg CoC,With Stock
NAS1149DN432K,,0.1,60,,,Mfg CoC,Per Lead-time
MS21209F4-15P,,0.37,1533,,,Mfg CoC,With Stock
AS3251-10,,2.64,190,,,Mfg CoC,3 weeks
MS9557-06,,1.4,1773,,,Mfg CoC,With Stock
NAS6604H4,,1.8,0,,,Mfg CoC,3 weeks
MS35650-305T,,0.21,3475,,,Mfg CoC,With Stock
MS24694S48,,0.09,3817,,,Mfg CoC,With Stock
NAS620C8L,,0.02,4166,,,Mfg CoC,With Stock
P700761,,0.14,0,,,Mfg CoC,3 weeks
J644P07A,,10,3685,,,FAA 8130,With Stock
NAS1149E0563R,,0.24,2828,,,Mfg CoC,With Stock
AN4-14A,,0,70,,,Mfg CoC,
MS21209F0610L,,0.25,3493,,,Mfg CoC,With Stock
MS20426AD3-5,,0.03,0,,,Mfg CoC,3 weeks
MS20426A4-4,,0.03,8767,,,Mfg CoC,With Stock
BH01227-3L,,0.65,3326,,,Mfg CoC,With Stock
MS20426AD3-10,,0.19,3168,,,Mfg CoC,With Stock
MS21045L4,,0,0,,,Mfg CoC,
MS35206-215,,0.84,1249,,,Mfg CoC,With Stock
AS3209-012,,0.21,678,,,Mfg CoC,With Stock
MS27595-431,,0,0,,,Mfg CoC,
7612,,2.29,2116,,,Mfg CoC,3 weeks
AS15720-1,,2.45,0,,,Mfg CoC,3 weeks
100003784,,2.04,0,,,Mfg CoC,3 weeks
NAS1611-122,,1.03,813,,,Mfg CoC,With Stock
J643P05A,,2.34,3000,,,FAA 8130,3 weeks
NAS601-6P,,0.06,10114,,,Mfg CoC,3 weeks
AS125743,,0.04,2858,,,Mfg CoC,With Stock
J979P04,,13,561,,,Mfg CoC,3 weeks
EN3155-005F2020,,2.65,10001,,,Mfg CoC,3 weeks
STB34,,19.5,0,,,Mfg CoC,3 weeks
AS50912,,1.4,2964,,,Mfg CoC,With Stock
AN4-10A,,0.39,0,,,Mfg CoC,3 weeks
MS9582-10,,2.25,0,,,Mfg CoC,3 weeks
AS3209-109,,0.37,2213,,,Mfg CoC,With Stock
9794420080,,0,2676,,,Mfg CoC,
NAS1351-3-36P,,0,0,,,Mfg CoC,
MS24665-300,,0.05,1133,,,Mfg CoC,With Stock
MS21209C0820P,,0.8,1551,,,Mfg CoC,With Stock
AS12943,,1,846,,,Mfg CoC,With Stock
C54001-201,,3.48,26,,,Mfg CoC,With Stock
MS9245-25,,0.06,1228,,,Mfg CoC,With Stock
NSA5060E6,,0,0,,,Mfg CoC,
MS14144-5,,3.09,0,,,Mfg CoC,3 weeks
NAS1351-3-16P,,0.9,0,,,Mfg CoC,3 weeks
AN4-11A,,0.23,0,,,Mfg CoC,3 weeks
MS21042L06,,0.36,1010,,,Mfg CoC,With Stock
AS48408,,2.88,4689,,,Mfg CoC,3 weeks
AN4-7A,,0,20,,,Mfg CoC,
BACP18BC04A12P,,0.12,0,,,Mfg CoC,3 weeks
MS20470AD3-6,,0.03,2248,,,Mfg CoC,With Stock
AS48419,,2.5,100,,,Mfg CoC,With Stock
MS9202-029,,2.9,762,,,Mfg CoC,With Stock
MS24665-285,,0.02,0,,,Mfg CoC,3 weeks
NAS6603-11,,0.24,0,,,Mfg CoC,3 weeks
BACW10BP9ACU,,0.72,0,,,Mfg CoC,3 weeks
AN123482,,1.1,1902,,,Mfg CoC,With Stock
AS4987NP3C,,1.35,1622,,,Mfg CoC,With Stock
BH01227-4L,,0.69,1703,,,Mfg CoC,With Stock
MS21209C0810,,0.1,18754,,,Mfg CoC,With Stock
NAS1611-011,,0.51,0,,,Mfg CoC,3 weeks
MS21209F4-10,,1.11,4561,,,Mfg CoC,With Stock
MS14144L4,,0.99,0,,,Mfg CoC,3 weeks
AN4-12,,0.56,0,,,Mfg CoC,3 weeks
M83248/1-119,,0.27,2049,,,Mfg CoC,With Stock
AS3486-12,,2.18,1385,,,Mfg CoC,With Stock
MS9566-11,,1.65,1544,,,Mfg CoC,With Stock
AS62404,,7.18,1113,,,Mfg CoC,With Stock
AN123480,,0.06,862,,,Mfg CoC,With Stock
MS124736,,0.12,0,,,Mfg CoC,3 weeks
NAS1611-017,,1.15,0,,,Mfg CoC,3 weeks
P338324,,13.29,0,,,Mfg CoC,3 weeks
J1411P04,,3.78,718,,,Mfg CoC,With Stock
MS21209C0410,,0.24,6076,,,Mfg CoC,With Stock
AS20628,,5.95,404,,,Mfg CoC,With Stock
AS3237-16,,2.99,676,,,Mfg CoC,3 weeks
NAS2803-3,,0.29,1219,,,Mfg CoC,With Stock
NAS1130-06L10D,,0.44,1391,,,Mfg CoC,With Stock
MS21044N3,,0.2,0,,,Mfg CoC,3 weeks
UP70038,,0,0,,,Mfg CoC,
AN3-6A,,0,0,,,Mfg CoC,
AS3486-09,,2.07,0,,,Mfg CoC,3 weeks
AS43013-115,,0.36,623,,,Mfg CoC,With Stock
M83485-1-130,,1.29,1456,,,Mfg CoC,With Stock
00-200-1583,,0,1410,,,Mfg CoC,
M8791-1-345,,0,0,,,Mfg CoC,
M83485-1-011,,0.28,1001,,,Mfg CoC,With Stock
MS9557-09,,1.25,1324,,,Mfg CoC,With Stock
NAS1352N04-8,,0.39,1300,,,Mfg CoC,With Stock
MS21916J8-6,,0,0,,,Mfg CoC,
NAS1351-3-12P,,0.28,0,,,Mfg CoC,3 weeks
MS17826-6,,0.83,0,,,Mfg CoC,3 weeks
AN4-22A,,0.47,0,,,Mfg CoC,3 weeks
MS9557-14,,1.1,911,,,Mfg CoC,With Stock
NAS1352N08-10,,0.46,856,,,Mfg CoC,With Stock
J626P04,,0,0,,,Mfg CoC,
AS21919WCE07,,0.49,0,,,Mfg CoC,3 weeks
M83248-1-904,,0.29,1613,,,Mfg CoC,With Stock
AS3209-120,,0.3,0,,,Mfg CoC,Per Lead-time
AS3257-02,,3.53,466,,,Mfg CoC,3 weeks
MS9276-12,,1.03,0,,,Mfg CoC,3 weeks
NAS1611-010A,,2.55,1570,,,Mfg CoC,With Stock
MS9565-06,,1.45,1295,,,Mfg CoC,With Stock
MS124698,,0.35,1450,,,Mfg CoC,With Stock
MS9556-09,,1,0,,,Mfg CoC,Per Lead-time
BT36-6,,0,0,,,Mfg CoC,
MS9201-06,,29.28,70,,,Mfg CoC,3 weeks
AN6-52,,0,0,,,Mfg CoC,
AS62207,,9.74,705,,,Mfg CoC,With Stock
BACP18BC02A06P,,0.03,0,,,Mfg CoC,3 weeks
MS24693S49,,0.02,1507,,,Mfg CoC,With Stock
NAS1611-014A,,0.33,1503,,,Mfg CoC,With Stock
NSA5060E4,,2.64,0,,,Mfg CoC,3 weeks
AS48412,,2.9,0,,,Mfg CoC,Per Lead-time
AS3236-12,,12.06,43,,,Mfg CoC,3 weeks
00-200-1507,,0,0,,,Mfg CoC,
MS21209F4-10P,,0.2,2019,,,Mfg CoC,3 weeks
AS3236-14,,7.28,132,,,Mfg CoC,3 weeks
BACS12GU3K8,,0.67,0,,,Mfg CoC,3 weeks
9985M32P01,,4.5,1304,,,Mfg CoC,3 weeks
21217DB2407,,0.25,2326,,,Mfg CoC,With Stock
M83485/1-008,,0.48,24,,,Mfg CoC,3 weeks
BACS12GU3K13,,0.9,0,,,Mfg CoC,3 weeks
TRC2,,1.92,1399,,,Mfg CoC,With Stock
MS21056L3,,2.1,1357,,,Mfg CoC,With Stock
M83248-1-012,,0.21,1590,,,Mfg CoC,With Stock
AS1895-7-125,,30.12,556,,,Mfg CoC,With Stock
MS9320-10,,0.06,1326,,,Mfg CoC,3 weeks
MS21209F1-20P,,0.41,0,,,Mfg CoC,Per Lead-time
AN123620,,0.43,1884,,,Mfg CoC,With Stock
M8791-1-009,,0.8,0,,,Mfg CoC,3 weeks
AS43013-114,,0.34,576,,,Mfg CoC,With Stock
AS3237-09,,3.07,274,,,Mfg CoC,With Stock
NAS1149D0416J,,0.01,0,,,Mfg CoC,3 weeks
AS21010,,1.81,0,,,Mfg CoC,Per Lead-time
MS122904,,0.22,727,,,Mfg CoC,With Stock
NAS1805-3,,2.64,0,,,Mfg CoC,Per Lead-time
C63559-4,,1.26,0,,,Mfg CoC,Per Lead-time
AN960-516,,0.03,1237,,,Mfg CoC,With Stock
NAS1611-431A,,0,0,,,Mfg CoC,
AXCL02,,3.62,35807,,,Mfg CoC,With Stock
AS1895-23-250,,97.37,769,,,Mfg CoC,With Stock
NAS1149E0463R,,0.18,0,,,Mfg CoC,3 weeks
S34851-346H99,,93.46,0,,,Mfg CoC,Per Lead-time
M39029/58-363,,0.2,9208,,,Mfg CoC,With Stock
AS62410,,9.86,178,,,Mfg CoC,With Stock
AS62412,,13.55,960,,,Mfg CoC,With Stock
BACP18BC03A10P,,0.07,0,,,Mfg CoC,3 weeks
AS27830,,5,875,,,Mfg CoC,With Stock
M83485/1-119,,10.36,410,,,Mfg CoC,With Stock
NAS1149EN832P,,0.07,1180,,,Mfg CoC,With Stock
AS1895-7-300,,22.5,520,,,Mfg CoC,With Stock
MS16995-9,,0.11,1168,,,Mfg CoC,With Stock
AN123336,,0.6,851,,,Mfg CoC,With Stock
AN5-31,,1.31,0,,,Mfg CoC,3 weeks
NAS1611-336A,,4.5,0,,,Mfg CoC,3 weeks
201697605,,0,0,,,Mfg CoC,
BACW10BP10PK,,1.1,0,,,Mfg CoC,3 weeks
NAS1791C3-2,,1.27,1030,,,Mfg CoC,With Stock
NAS1149E0332P,,0.15,1100,,,Mfg CoC,With Stock
MS51830-104L,,2.11,9,,,Mfg CoC,With Stock
TA025056,,233.31,1344,,,Mfg CoC,With Stock
NAS620-4L,,0.04,10449,,,Mfg CoC,3 weeks
NAS1611-017A,,0.37,1058,,,Mfg CoC,With Stock
833-2302,,0,0,,,Mfg CoC,
7431MS952T,,0,0,,,Mfg CoC,
MS17826-5,,0,0,,,Mfg CoC,
BACN11N4CS,,3.04,0,,,Mfg CoC,3 weeks
NAS1802-3-8,,1,300,,,Mfg CoC,Per Lead-time
ABS1509A160NN,,5.98,1009,,,Mfg CoC,With Stock
AS3237-18,,2.43,2669,,,Mfg CoC,3 weeks
AN123619,,0.07,1229,,,Mfg CoC,3 weeks
NAS6604-9,,0.8,2765,,,Mfg CoC,With Stock
MS35206-230,,0.07,976,,,Mfg CoC,With Stock
AS3251-07,,5.07,660,,,Mfg CoC,3 weeks
MS20426AD4-7,,0.03,589,,,Mfg CoC,With Stock
MS21902J6,,13.66,4,,,Mfg CoC,3 weeks
MS9556-20,,1.23,1390,,,Mfg CoC,With Stock
AS3237-07,,2.2,1578,,,Mfg CoC,With Stock
AS3237-13,,2.67,892,,,Mfg CoC,With Stock
MS9556-04,,1.4,339,,,Mfg CoC,With Stock
BACS12GU3K25,,3.13,0,,,Mfg CoC,3 weeks
BACB30NN3K18,,12.14,0,,,Mfg CoC,3 weeks
AS3237-20,,3.59,50,,,Mfg CoC,3 weeks
AN960C516L,,0.04,24,,,Mfg CoC,3 weeks
M83461-1-345,,0,0,,,Mfg CoC,
AS21407,,1.65,717,,,Mfg CoC,With Stock
MS35206-217,,0.04,185,,,Mfg CoC,Per Lead-time
MS17825-5,,0,0,,,Mfg CoC,
AS3208-08,,0,1180,,,Mfg CoC,
NAS1351-3H14P,,0.97,0,,,Mfg CoC,Per Lead-time
AN173H4A,,0,0,,,Mfg CoC,
M83485-1-013,,0.47,615,,,Mfg CoC,With Stock
MS9245-65,,0.78,128,,,Mfg CoC,3 weeks
MS24665-368,,0.06,732,,,Mfg CoC,With Stock
AS21919WCE06,,0.53,200,,,Mfg CoC,3 weeks
201540600,,0,0,,,Mfg CoC,
NAS1097D4-8,,0.04,857,,,Mfg CoC,With Stock
MS20615-3M4,,0.12,0,,,Mfg CoC,Per Lead-time
114193606,,37.91,0,,,Mfg CoC,3 weeks
M25988-1-906,,0.35,478,,,Mfg CoC,With Stock
MS16562-190,,0.11,711,,,Mfg CoC,With Stock
NAS1102E6-16,,3.91,719,,,Mfg CoC,With Stock
600-052,,0,0,,,Mfg CoC,
MS16995-20,,0.2,686,,,Mfg CoC,With Stock
AS48414,,0,0,,,Mfg CoC,
AS3209-130,,0.82,302,,,Mfg CoC,With Stock
AS3237-28,,3.13,182,,,Mfg CoC,With Stock
NAS1102E3R8,,3.57,360,,,Mfg CoC,3 weeks
BACB30NM3K16,,2.84,0,,,Mfg CoC,3 weeks
AS1895-7-200,,20.93,102,,,Mfg CoC,With Stock
NAS1352N04-6,,0.56,265,,,Mfg CoC,With Stock
MS21209F1-15L,,0.14,3779,,,Mfg CoC,With Stock
M83248/1-904,,0.22,662,,,Mfg CoC,With Stock
AS3209-148,,1.81,500,,,Mfg CoC,With Stock
M83248/1-029,,0.51,759,,,Mfg CoC,With Stock
CR2662-3-3,,,94,,,Mfg CoC,With Stock
201389605,,3.56,0,,,Mfg CoC,3 weeks
BACB30NR4K8,,3.05,0,,,Mfg CoC,3 weeks
MS35265-45,,0.45,947,,,Mfg CoC,With Stock
AS3209-107,,0.22,325,,,Mfg CoC,3 weeks
BACP18BC03B08P,,0.48,664,,,Mfg CoC,With Stock
M45932/1-9L,,2.34,932,,,Mfg CoC,With Stock
M83461/1-012,,0.5,1563,,,Mfg CoC,With Stock
BACS12ER3K10,,0.97,0,,,Mfg CoC,3 weeks
NAS620-10L,,0.03,706,,,Mfg CoC,With Stock
MS21083C4,,1.8,84,,,Mfg CoC,3 weeks
SRK374L,,15.15,681,,,Mfg CoC,With Stock
NAS1611-221A,,1.06,485,,,Mfg CoC,With Stock
0F25-021,,125,1663,,,FAA 8130-3,With Stock
AS3237-14,,5.93,128,,,Mfg CoC,Per Lead-time
AS43013-218,,1.03,172,,,Mfg CoC,With Stock
MS21209F6-10P,,0.34,672,,,Mfg CoC,With Stock
AS43003-905,,0.45,511,,,Mfg CoC,With Stock
MS9245-62,,0.48,135,,,Mfg CoC,With Stock
BACR12BM213,,1.4,1201,,,Mfg CoC,With Stock
MS21076L3N,,1.33,100,,,Mfg CoC,With Stock
M83485-1-112,,0.71,132,,,Mfg CoC,3 weeks
AS3251-08,,3.87,268,,,Mfg CoC,3 weeks
AS3209-158,,2.23,739,,,Mfg CoC,With Stock
BACW10BP6ACU,,0.58,0,,,Mfg CoC,3 weeks
MS9489-06,,1.05,269,,,Mfg CoC,With Stock
MS21044C3,,0.26,665,,,Mfg CoC,With Stock
AS21509,,2.26,706,,,Mfg CoC,With Stock
NAS1611-009,,0.37,0,,,Mfg CoC,3 weeks
MS20427M4-7,,0.15,437,,,Mfg CoC,With Stock
BACP18BC03A08P,,0.09,0,,,Mfg CoC,3 weeks
NAS1149D0332K,,0.11,645,,,Mfg CoC,3 weeks
NAS620-2,,0.01,642,,,Mfg CoC,With Stock
MS21044N4,,0,0,,,Mfg CoC,
MS9967-011,,0.91,980,,,Mfg CoC,With Stock
PMT738-3U18,,3.6,80,,,Mfg CoC,With Stock
9062A0002-01,,0,0,,,Mfg CoC,
J644P21A,,25.5,625,,,Mfg CoC,With Stock
AS3485-11,,3.46,288,,,Mfg CoC,With Stock
MS35649-264,,0.27,624,,,Mfg CoC,With Stock
NAS1149FN832P,,0.03,4723,,,Mfg CoC,3 weeks
BACW10BP3CK,,0.24,0,,,Mfg CoC,3 weeks
MS20426AD6-8,,0.03,313,,,Mfg CoC,With Stock
AS3251-15,,5.68,0,,,Mfg CoC,3 weeks
AS62416,,10.1,143,,,Mfg CoC,With Stock
NAS620A6,,0.03,600,,,Mfg CoC,With Stock
MS27039-1-08,,0.12,600,,,Mfg CoC,3 weeks
MS24693-C24,,0.05,1471,,,Mfg CoC,With Stock
MS20470AD5-10,,0.03,600,,,Mfg CoC,With Stock
NAS1351-3-14P,,0,0,,,Mfg CoC,
9794410125,,0,0,,,Mfg CoC,
AGS3900,,5.5,328,,,Mfg CoC,With Stock
NAS1399C3A5,,0.7,0,,,Mfg CoC,3 weeks
C54001-181,,4.65,0,,,Mfg CoC,3 weeks
MS35265-12,,0.29,1360,,,Mfg CoC,With Stock
AN3-4A,,0.34,322,,,Mfg CoC,Per Lead-time
MS124656,,2.5,577,,,Mfg CoC,With Stock
MS35207-264,,0.03,476,,,Mfg CoC,With Stock
C10GT3-04,,11.19,95,,,Mfg CoC,With Stock
BACS12GU3K7,,0.86,0,,,Mfg CoC,3 weeks
AS3209-122,,0.32,587,,,Mfg CoC,With Stock
AS3209-018,,0.32,336,,,Mfg CoC,With Stock
M83248-1-143,,3.65,206,,,Mfg CoC,3 weeks
XB4258-08HK,,0,0,,,Mfg CoC,
M83248/1-910,,0.53,537,,,Mfg CoC,With Stock
M83485/1-122,,0.82,322,,,Mfg CoC,With Stock
M83485-1-905,,0.82,0,,,Mfg CoC,3 weeks
AS62406,,6.9,259,,,Mfg CoC,With Stock
AS1895-7-100,,24.65,47,,,Mfg CoC,With Stock
SRK374L2,,29.76,220,,,Mfg CoC,With Stock
NAS1802-04-5,,0.14,371,,,Mfg CoC,With Stock
AS43013-016,,0.64,70,,,Mfg CoC,With Stock
HL12VAZ6-4,,1.15,515,,,Mfg CoC,With Stock
NAS6704DU32,,3.55,0,,,Mfg CoC,3 weeks
AS1895-7-600,,32.36,341,,,Mfg CoC,With Stock
MS21209F1-10P,,0.38,511,,,Mfg CoC,With Stock
MS20470E6-7,,0.07,511,,,Mfg CoC,With Stock
AS3209-151,,1.56,350,,,Mfg CoC,With Stock
NAS5312E4-16,,1.3,479,,,Mfg CoC,With Stock
MS20426AD6-7,,0.7,273,,,Mfg CoC,With Stock
MS21052-3,,0.79,99,,,Mfg CoC,3 weeks
MS9697-10,,8.03,500,,,Mfg CoC,With Stock
MS20002-8,,0.06,500,,,Mfg CoC,With Stock
MS20426AD3-9,,0.02,125,,,Mfg CoC,With Stock
BACN10HC3CD,,54,500,,,Mfg CoC,With Stock
AS1895/23-350,,77.79,500,,,Mfg CoC,With Stock
MS35206-242,,0.05,494,,,Mfg CoC,With Stock
