part_number,manufacturer,sell_price,quantity_available,margin_percent,cost_price,cert available,leadtime
NAS2803-5,,0,35,,,Mfg CoC,
NAS1805-14,,57.7,1,,,Mfg CoC,3 weeks
MS51957-3,,0.08,4,,,Mfg CoC,3 weeks
MS28775-348,,1.24,4,,,Mfg CoC,3 weeks
MS21244-4,,1.82,4,,,Mfg CoC,3 weeks
MS28774-128,,0.55,4,,,Mfg CoC,3 weeks
MS25083-2CD5,,0,0,,,Mfg CoC,
MS20392-3C15,,0.24,4,,,Mfg CoC,3 weeks
J149P09,,1.99,4,,,Mfg CoC,3 weeks
HL10V6-4,,1.25,2,,,Mfg CoC,With Stock
M25988-1-903,,0.19,4,,,Mfg CoC,With Stock
M25988/1-026,,0.65,2,,,Mfg CoC,3 weeks
M83248-2-912,,0.32,4,,,Mfg CoC,3 weeks
AS5169D05L,,4.54,0,,,Mfg CoC,3 weeks
AN525-10R9,,0.07,4,,,Mfg CoC,3 weeks
AN960PD10,,0.04,4,,,Mfg CoC,3 weeks
AN960C516,,0.07,4,,,Mfg CoC,3 weeks
624912,,9.75,1,,,Mfg CoC,3 weeks
S1980,,0,0,,,Mfg CoC,
NAS6604-17,,0.3,3,,,Mfg CoC,3 weeks
NAS679A5,,1.4,3,,,Mfg CoC,3 weeks
NAS1611-120A,,0.42,3,,,Mfg CoC,3 weeks
M83248/1-132,,0.59,3,,,Mfg CoC,3 weeks
M83485/1-015,,0.38,3,,,Mfg CoC,3 weeks
CSR904B5-5,,3.42,3,,,Mfg CoC,3 weeks
EN2997K61407A7,,0,0,,,Mfg CoC,
EN2997K62842A6,,155.07,2,,,Mfg CoC,With Stock
AS3510-0218C,,1.6,3,,,Mfg CoC,3 weeks
AS24125,,0,156,,,Mfg CoC,
9794710088,,0,3,,,Mfg CoC,
9794420150,,0,3,,,Mfg CoC,
210W331-25-0,,10.28,3,,,Mfg CoC,3 weeks
0F25-020,,0,0,,,Mfg CoC,
OMP2506-6,,546.86,1,,,Mfg CoC,3 weeks
NAS1802-3-16,,0.43,2,,,Mfg CoC,With Stock
NAS620A8,,0.01,2,,,Mfg CoC,3 weeks
NAS1611-127A,,0.5,2,,,Mfg CoC,3 weeks
NAS1611-118,,0.79,2,,,Mfg CoC,3 weeks
NAS1351-3H16P,,1.08,2,,,Mfg CoC,3 weeks
MS9565-10,,1.8,2,,,Mfg CoC,3 weeks
MS24392J4,,6.55,2,,,Mfg CoC,3 weeks
MS21908J4,,15,2,,,Mfg CoC,3 weeks
MS28774-123,,1.4,31,,,Mfg CoC,With Stock
MS21914-6R,,157.79,0,,,Mfg CoC,3 weeks
MS17825-3,,0.82,2,,,Mfg CoC,3 weeks
M83485-1-910,,0.75,4,,,Mfg CoC,3 weeks
MS20605R3W3,,0.28,2,,,Mfg CoC,3 weeks
J534P06,,29.39,1,,,Mfg CoC,3 weeks
J647P18A,,54.54,2,,,Mfg CoC,3 weeks
J644P17A,,18.55,2,,,Mfg CoC,3 weeks
J644P18A,,13.35,2,,,Mfg CoC,3 weeks
J219P03,,26.37,2,,,Mfg CoC,3 weeks
M25988/1-117,,0.45,2,,,Mfg CoC,3 weeks
M83248-1-910,,0,2,,,Mfg CoC,
EN2997K61407BN,,56.86,1,,,Mfg CoC,With Stock
BACW10BP5NPK,,0.14,2,,,Mfg CoC,3 weeks
EN2023R22E,,0,71,,,Mfg CoC,
AS3209-155,,2.76,2,,,Mfg CoC,3 weeks
9560133940,,0,0,,,Mfg CoC,
AMBK4-4016,,0,0,,,Mfg CoC,
9794420475,,0,2,,,Mfg CoC,
8522-390A,,0.39,1,,,Mfg CoC,3 weeks
9794410112,,0,1,,,Mfg CoC,
AN320-5,,0.83,2,,,Mfg CoC,3 weeks
0MP2506-6,,0,0,,,Mfg CoC,
332A2920-224,,1903.58,1,,,Mfg CoC,With Stock
332W1360-113,,2026.83,1,,,Mfg CoC,With Stock
332W1800-56,,0,0,,,Mfg CoC,
649-393-022-0,,1.73,2,,,Mfg CoC,3 weeks
6A4181,,58.83,2,,,Mfg CoC,3 weeks
TA027016-06,,100.7,1,,,Mfg CoC,With Stock
TA027016-07,,45.94,1,,,Mfg CoC,3 weeks
S38437-013-99,,54.72,1,,,Mfg CoC,3 weeks
UP10480,,0,0,,,Mfg CoC,
UL12506,,0,0,,,Mfg CoC,
NAS1612-16A,,1.3,1,,,Mfg CoC,3 weeks
NAS1611-232A,,0.87,1,,,Mfg CoC,3 weeks
MS51830-102L,,1.38,1,,,Mfg CoC,3 weeks
MS9557-32,,3.94,0,,,Mfg CoC,Per Lead-time
MS9245-46,,0.2,1,,,Mfg CoC,3 weeks
MS21902-6T,,21.4,1,,,Mfg CoC,3 weeks
MS21913-4,,26.67,1,,,Mfg CoC,3 weeks
MS21209F4-10L,,0.8,5,,,Mfg CoC,3 weeks
MS28775-116,,0.45,0,,,Mfg CoC,3 weeks
MS28783-2,,1.14,1,,,Mfg CoC,3 weeks
MS20605R3W2,,0.16,1,,,Mfg CoC,3 weeks
MS16995-26,,0.16,1,,,Mfg CoC,3 weeks
M27426-4118D,,0.86,1,,,Mfg CoC,3 weeks
M83485/1-011,,0.79,0,,,Mfg CoC,3 weeks
EN2997KE61005BN,,42.94,0,,,Mfg CoC,3 weeks
CTB9CS,,0,0,,,Mfg CoC,
BACR15DR3AN2,,0.56,0,,,Mfg CoC,3 weeks
AS4987NP6C,,0.83,1,,,Mfg CoC,3 weeks
AS3493-01,,2.5,1,,,Mfg CoC,3 weeks
AS1895-1-400,,0,0,,,Mfg CoC,
AS1895/4-400,,572.69,1,,,Mfg CoC,With Stock
AS12816,,4.05,40,,,Mfg CoC,With Stock
801A50-0004A,,0,0,,,Mfg CoC,
649-412-351-0,,22.16,1,,,Mfg CoC,3 weeks
649-411-596-0,,3.58,1,,,Mfg CoC,3 weeks
NAS8704U4,,3.15,0,,,Mfg CoC,3 weeks
P3A1830L,,0,30,,,Mfg CoC,
NAS1726C5PE,,1.86,90,,,Mfg CoC,3 weeks
NAS1805-4,,0,100,,,Mfg CoC,
NAS679C08,,1.28,0,,,Mfg CoC,3 weeks
NAS6303A5,,0.48,0,,,Mfg CoC,3 weeks
NAS1805-4P,,1.12,316,,,Mfg CoC,With Stock
NAS1149E0432R,,0.1,0,,,Mfg CoC,3 weeks
NAS1611-024A,,1.25,0,,,Mfg CoC,3 weeks
MS9582-08,,1.34,0,,,Mfg CoC,3 weeks
MS9696-06,,2.06,856,,,Mfg CoC,With Stock
NAS1102E4R10,,0,0,,,Mfg CoC,
MS9696-08,,3.7,125,,,Mfg CoC,3 weeks
MS21074L3,,0.75,100,,,Mfg CoC,3 weeks
MS28775-015,,0.11,0,,,Mfg CoC,3 weeks
MS21902J20,,0,0,,,Mfg CoC,
MS21209C0610L,,0.25,11809,,,Mfg CoC,With Stock
M83248-1-131,,1.74,162,,,Mfg CoC,With Stock
BACS12GU3K16,,1.05,0,,,Mfg CoC,3 weeks
BACS12GU3K7D,,3.36,0,,,Mfg CoC,3 weeks
BACR15DR3A4,,0.15,0,,,Mfg CoC,3 weeks
BACR15GA6-11B,,1.16,0,,,Mfg CoC,3 weeks
BACS12GU3K9D,,4.89,0,,,Mfg CoC,3 weeks
BACR15BA3AD8C,,0.05,0,,,Mfg CoC,3 weeks
BACS12GU3K21,,1.05,0,,,Mfg CoC,3 weeks
BACR15BB5AD7C,,0.03,0,,,Mfg CoC,3 weeks
BACN11Z7CK,,4.73,0,,,Mfg CoC,3 weeks
BACS12FA3K3,,0.76,0,,,Mfg CoC,3 weeks
BACS12GU3K9,,0.76,0,,,Mfg CoC,3 weeks
BACS12GU4K10,,2.49,0,,,Mfg CoC,3 weeks
BACS12GP3L15,,0.9,0,,,Mfg CoC,3 weeks
BACR15CE5KE6,,0.09,0,,,Mfg CoC,3 weeks
BACR15CE6M6,,0.15,0,,,Mfg CoC,3 weeks
BACR15BA4AD8C,,0.02,0,,,Mfg CoC,3 weeks
BACR15BB5D7C,,0.05,0,,,Mfg CoC,3 weeks
CR3524-4-02,,,752,,,Mfg CoC,With Stock
BACS12FA3K11,,0.86,0,,,Mfg CoC,3 weeks
BACR15GF6D7,,0.12,0,,,Mfg CoC,3 weeks
BACS12GU4K16,,2.05,0,,,Mfg CoC,3 weeks
BACN11Z8CK,,3.32,0,,,Mfg CoC,3 weeks
BACN10JC10CM,,9.23,0,,,Mfg CoC,3 weeks
BACB30LJ4D19,,3.48,0,,,Mfg CoC,3 weeks
BACB30NM5K20,,3.78,0,,,Mfg CoC,3 weeks
BACB30NM4K5,,1.3,0,,,Mfg CoC,3 weeks
BACB30NM4K10,,1.73,0,,,Mfg CoC,3 weeks
BACB30LE3K72,,24.88,0,,,Mfg CoC,3 weeks
BACB30LJ4-7,,2.16,0,,,Mfg CoC,3 weeks
BACB30NM4K16,,2.09,0,,,Mfg CoC,3 weeks
BACB30NR4K12,,2.68,115,,,Mfg CoC,With Stock
BACN10HY3AM,,0.69,0,,,Mfg CoC,3 weeks
BACB30NR4K14,,2.45,0,,,Mfg CoC,3 weeks
BACB30NR4K15,,2,0,,,Mfg CoC,3 weeks
BACB30NM3K9,,1.09,0,,,Mfg CoC,3 weeks
BACB30NR4K3,,1.59,0,,,Mfg CoC,3 weeks
BACB30NR4K35,,6.5,0,,,Mfg CoC,3 weeks
BACN10YR6CD,,1.26,0,,,Mfg CoC,3 weeks
AS62502,,12.11,125,,,Mfg CoC,3 weeks
BACB30LJ4-40,,6.15,0,,,Mfg CoC,3 weeks
BACB31U3K11,,1.39,0,,,Mfg CoC,3 weeks
BACB30NR6K36,,5.98,0,,,Mfg CoC,3 weeks
AS62507,,12.8,0,,,Mfg CoC,Per Lead-time
BACB30NT3K11,,1.39,0,,,Mfg CoC,3 weeks
BACN11N6CD,,6.85,0,,,Mfg CoC,3 weeks
BACB30NM4K7,,2.88,0,,,Mfg CoC,3 weeks
BACB30NY6K21,,0,0,,,Mfg CoC,
BACB30NM4K21,,3.95,0,,,Mfg CoC,3 weeks
BACB30LJ4U7,,1.15,0,,,Mfg CoC,3 weeks
BACN10YD1G,,1.18,0,,,Mfg CoC,3 weeks
BACN10YR06CD,,0.42,0,,,Mfg CoC,3 weeks
BACB30LK3-4,,1.46,0,,,Mfg CoC,3 weeks
BACN10YT08CD,,1.15,0,,,Mfg CoC,3 weeks
BACN11E3,,6.29,0,,,Mfg CoC,3 weeks
BACN11N103CD,,4.38,0,,,Mfg CoC,3 weeks
BACB30NM4HK8,,1.53,0,,,Mfg CoC,3 weeks
BACB30VT8K7,,0,0,,,Mfg CoC,
BACB30NM4K11,,1.76,0,,,Mfg CoC,3 weeks
BACB30LJ6DU30,,6.65,0,,,Mfg CoC,3 weeks
BACB30NT3K2,,0.78,0,,,Mfg CoC,3 weeks
BACB30NN4K19,,1.35,0,,,Mfg CoC,3 weeks
BACB30LJ4U15,,2.96,0,,,Mfg CoC,3 weeks
AS1895/23-150,,0,0,,,Mfg CoC,
A217C7,,1.1,0,,,Mfg CoC,3 weeks
9794710075,,0,0,,,Mfg CoC,
AN315C4R,,0,0,,,Mfg CoC,
9944M44P01,,0,0,,,Mfg CoC,
9794710132,,0,0,,,Mfg CoC,
705B734P13,,0.36,0,,,Mfg CoC,3 weeks
0MP2506-9,,0,0,,,Mfg CoC,
